,año,tipo institucion,institucion,area,carrera,modalidad,jornada,cantidad
166,2016,Institutos Profesionales,IP AIEP,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING,Presencial,Diurno,1
167,2016,Institutos Profesionales,IP AIEP,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING,Presencial,Vespertino,1
168,2016,Institutos Profesionales,IP AIEP,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS,Presencial,Diurno,1
169,2016,Institutos Profesionales,IP AIEP,Humanidades y Artes,DISEÑO GRAFICO,Presencial,Diurno,1
170,2016,Institutos Profesionales,IP AIEP,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Diurno,1
171,2016,Institutos Profesionales,IP AIEP,Salud y Servicios Sociales,TECNICO EN ENFERMERIA MENCION EN URGENCIA,Presencial,Diurno,3
172,2016,Institutos Profesionales,IP AIEP,Servicios,PREVENCION DE RIESGOS,Presencial,Diurno,1
173,2016,Institutos Profesionales,IP ARCOS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN COMUNICACION DIGITAL,Presencial,Vespertino,1
174,2016,Institutos Profesionales,IP ARCOS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN GESTION DE EVENTOS Y PRODUCCION CULTURAL,Presencial,Vespertino,3
175,2016,Institutos Profesionales,IP ARCOS,Humanidades y Artes,TECNICO DE NIVEL SUPERIOR EN FOTOGRAFIA PUBLICITARIA,Presencial,Vespertino,2
176,2016,Institutos Profesionales,IP CHILENO BRITANICO DE CULTURA,Educación,PEDAGOGIA EN INGLES,Presencial,Vespertino,1
177,2016,Institutos Profesionales,IP DE CHILE,"Ingeniería, Industria y Construcción",TECNICO EN ELECTRICIDAD Y ELECTRONICA,Presencial,Vespertino,1
178,2016,Institutos Profesionales,IP DE CHILE,Servicios,TECNICO EN GASTRONOMIA,Presencial,Vespertino,1
179,2016,Institutos Profesionales,IP DE CIENCIAS Y EDUCACION HELEN KELLER,Educación,ASISTENTE TECNICO DIFERENCIAL MENCION INTEGRACION,Presencial,Vespertino,3
180,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Agricultura,TECNICO VETERINARIO,Presencial,Diurno,1
181,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION EN RECURSOS HUMANOS,Presencial,Diurno,1
182,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,"Ciencias Sociales, Enseñanza Comercial y Derecho","TECNICO EN ADMINISTRACION EN SALUD, PLAN ESPECIAL",Presencial,Diurno,22
183,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Educación,PSICOPEDAGOGIA,Semipresencial,Semipresencial,1
184,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Educación,"TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA, PLAN ESPECIAL",Presencial,Diurno,84
185,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Humanidades y Artes,TECNICO EN TRADUCCION INGLES-ESPAÑOL,Presencial,Diurno,1
186,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Salud y Servicios Sociales,"PODOLOGIA, PLAN ESPECIAL",Presencial,Diurno,36
187,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN TERAPIAS NATURALES,Presencial,Diurno,1
188,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Salud y Servicios Sociales,"TECNICO EN ENFERMERIA, PLAN ESPECIAL CON NIVELACION",Presencial,Diurno,65
189,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Salud y Servicios Sociales,"TECNICO EN ENFERMERIA, PLAN ESPECIAL ESTANDAR",Presencial,Diurno,10
190,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Salud y Servicios Sociales,"TECNICO EN ENFERMERIA, PLAN ESPECIAL ESTANDAR",Semipresencial,Diurno,42
191,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Salud y Servicios Sociales,"TECNICO EN ENFERMERIA, PLAN ESPECIAL ESTANDAR",Semipresencial,Vespertino,38
192,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Salud y Servicios Sociales,TRABAJO SOCIAL,Presencial,Diurno,1
193,2016,Institutos Profesionales,IP DEL VALLE CENTRAL,Servicios,"TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS, PLAN ESPECIAL",Presencial,Diurno,15
194,2016,Institutos Profesionales,IP DIEGO PORTALES,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,13
195,2016,Institutos Profesionales,IP DIEGO PORTALES,Educación,EDUCACION PARVULARIA,Presencial,Diurno,1
196,2016,Institutos Profesionales,IP DIEGO PORTALES,Educación,EDUCACION PARVULARIA,Presencial,Vespertino,3
197,2016,Institutos Profesionales,IP DIEGO PORTALES,"Ingeniería, Industria y Construcción",CONSTRUCCION CIVIL,Presencial,Vespertino,1
198,2016,Institutos Profesionales,IP DIEGO PORTALES,Salud y Servicios Sociales,SERVICIO SOCIAL,Presencial,Vespertino,5
199,2016,Institutos Profesionales,IP DIEGO PORTALES,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Vespertino,6
200,2016,Institutos Profesionales,IP DIEGO PORTALES,Servicios,GASTRONOMIA,Presencial,Diurno,1
201,2016,Institutos Profesionales,IP DIEGO PORTALES,Servicios,GASTRONOMIA,Presencial,Vespertino,1
202,2016,Institutos Profesionales,IP DIEGO PORTALES,Servicios,GASTRONOMIA MENCION COCINA INTERNACIONAL,Presencial,Diurno,5
203,2016,Institutos Profesionales,IP DIEGO PORTALES,Servicios,GASTRONOMIA MENCION COCINA INTERNACIONAL,Presencial,Vespertino,7
204,2016,Institutos Profesionales,IP DIEGO PORTALES,Servicios,INGENIERIA EN PREVENCION DE RIESGOS,Presencial,Vespertino,24
205,2016,Institutos Profesionales,IP DIEGO PORTALES,Servicios,INGENIERIA EN PREVENCION DE RIESGOS A DISTANCIA,No Presencial,A Distancia,2
206,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Ciencias,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,Presencial,Vespertino,1
207,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Ciencias,TECNICO ANALISTA PROGRAMADOR,Presencial,Diurno,1
208,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Ciencias,TECNICO ANALISTA PROGRAMADOR,Presencial,Vespertino,2
209,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Ciencias,TECNICO EN CONECTIVIDAD Y REDES,Presencial,Diurno,1
210,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Ciencias,TECNICO EN CONECTIVIDAD Y REDES,Presencial,Vespertino,2
211,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Ciencias,TECNICO QUIMICO ANALISTA INDUSTRIAL,Presencial,Diurno,3
212,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION,Presencial,Diurno,13
213,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION,Presencial,Vespertino,15
214,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION FINANCIERA,Presencial,Diurno,3
215,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION FINANCIERA,Presencial,Vespertino,1
216,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Educación,TECNICO EN EDUCACION DIFERENCIAL,Presencial,Diurno,133
217,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Educación,TECNICO EN EDUCACION DIFERENCIAL,Presencial,Vespertino,37
218,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Diurno,15
219,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Vespertino,29
220,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN ELECTRICIDAD,Presencial,Diurno,1
221,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN ELECTRICIDAD,Presencial,Vespertino,1
222,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN ELECTROMECANICA,Presencial,Vespertino,7
223,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN ELECTRONICA,Presencial,Diurno,1
224,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN GEOMETALURGIA,Presencial,Diurno,1
225,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN INDUSTRIA ALIMENTARIA,Presencial,Diurno,6
226,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN INDUSTRIA ALIMENTARIA,Presencial,Vespertino,9
227,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN INSTRUMENTACION Y CONTROL,Presencial,Diurno,2
228,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN INSTRUMENTACION Y CONTROL,Presencial,Vespertino,3
229,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN MANTENIMIENTO INDUSTRIAL,Presencial,Diurno,4
230,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN MANTENIMIENTO INDUSTRIAL,Presencial,Vespertino,5
231,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN MANTENIMIENTO Y OPERACION DE EQUIPOS MINEROS,Presencial,Diurno,4
232,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN MANTENIMIENTO Y OPERACION DE EQUIPOS MINEROS,Presencial,Vespertino,1
233,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO EN MECANICA AUTOMOTRIZ Y MAQUINARIA PESADA,Presencial,Vespertino,9
234,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,"Ingeniería, Industria y Construcción",TECNICO OPERADOR DE PLANTAS INDUSTRIALES,Presencial,Vespertino,3
235,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Salud y Servicios Sociales,TECNICO EN PREVENCION Y REHABILITACION EN DROGODEPENDENCIA,Presencial,Vespertino,7
236,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Salud y Servicios Sociales,TECNICO HIGIENISTA DENTAL,Presencial,Diurno,16
237,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Salud y Servicios Sociales,TECNICO HIGIENISTA DENTAL,Presencial,Vespertino,5
238,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Salud y Servicios Sociales,TECNICO LABORATORISTA CLINICO Y BANCO DE SANGRE,Presencial,Diurno,3
239,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Servicios,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS,Presencial,Diurno,1
240,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Servicios,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS,Presencial,Vespertino,1
241,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Servicios,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS-PE,Presencial,Vespertino,1
242,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Servicios,TECNICO EN PREVENCION DE RIESGOS,Presencial,Diurno,9
243,2016,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,Servicios,TECNICO EN PREVENCION DE RIESGOS,Presencial,Vespertino,15
244,2016,Institutos Profesionales,IP DUOC UC,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial,Diurno,1
245,2016,Institutos Profesionales,IP DUOC UC,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN GESTION LOGISTICA,Presencial,Vespertino,1
246,2016,Institutos Profesionales,IP DUOC UC,"Ingeniería, Industria y Construcción",INGENIERIA EN CONSTRUCCION,Presencial,Vespertino,1
247,2016,Institutos Profesionales,IP EATRI,Humanidades y Artes,INTERPRETACION DE ENLACE INGLES-CASTELLANO,Presencial,Diurno,3
248,2016,Institutos Profesionales,IP ESCUELA DE COMERCIO DE SANTIAGO,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR AUDITOR,Presencial,Vespertino,3
249,2016,Institutos Profesionales,IP ESCUELA DE COMERCIO DE SANTIAGO,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,2
250,2016,Institutos Profesionales,IP ESCUELA DE COMERCIO DE SANTIAGO,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN ADMINISTRACION DE RRHH,Presencial,Vespertino,4
251,2016,Institutos Profesionales,IP ESCUELA DE COMERCIO DE SANTIAGO,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN COMERCIO INTERNACIONAL,Presencial,Vespertino,4
252,2016,Institutos Profesionales,IP ESCUELA DE COMERCIO DE SANTIAGO,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN FINANZAS,Presencial,Vespertino,2
253,2016,Institutos Profesionales,IP ESCUELA DE COMERCIO DE SANTIAGO,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN LOGISTICA,Presencial,Vespertino,7
254,2016,Institutos Profesionales,IP ESUCOMEX,"Ciencias Sociales, Enseñanza Comercial y Derecho",SECRETARIADO EJECUTIVO BILINGÜE,Presencial,Diurno,2
255,2016,Institutos Profesionales,IP ESUCOMEX,"Ciencias Sociales, Enseñanza Comercial y Derecho",SECRETARIADO EJECUTIVO COMPUTACIONAL,Presencial,Diurno,2
256,2016,Institutos Profesionales,IP ESUCOMEX,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN GESTION DE RECURSOS HUMANOS,Semipresencial,Vespertino,1
257,2016,Institutos Profesionales,IP HOGAR CATEQUISTICO,Educación,PEDAGOGIA EN EDUCACION RELIGIOSA PARA EDUCACION BASICA,Presencial,Otro,1
258,2016,Institutos Profesionales,IP IACC,Ciencias,TECNICO SUPERIOR EN INFORMATICA,No Presencial,A Distancia,1
259,2016,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO SUPERIOR EN ADMINISTRACION DE EMPRESAS,No Presencial,A Distancia,1
260,2016,Institutos Profesionales,IP IACC,Servicios,INGENIERIA EN PREVENCION DE RIESGOS,No Presencial,A Distancia,6
261,2016,Institutos Profesionales,IP IACC,Servicios,TECNICO EN PREVENCION DE RIESGOS,No Presencial,A Distancia,1
262,2016,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR AUDITOR CON MENCION BANCA E INSTITUCIONES FINANCIERAS,Presencial,Vespertino,2
263,2016,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR DE EMPRESAS FINANCIERAS,Presencial,Vespertino,1
264,2016,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Presencial,Vespertino,11
265,2016,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA FINANCIERA,Presencial,Vespertino,4
266,2016,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO FINANCIERO,Semipresencial,Semipresencial,1
267,2016,Institutos Profesionales,IP INSTITUTO NACIONAL DEL FUTBOL,Servicios,PROGRAMA ESPECIAL DE TITULACION DE ARBITRO DE FUTBOL,Presencial,Vespertino,67
268,2016,Institutos Profesionales,IP IPG,"Ingeniería, Industria y Construcción",CONSTRUCCION CIVIL PLAN CONTINUIDAD,Presencial,Vespertino,1
269,2016,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,2
270,2016,Institutos Profesionales,IP LA ARAUCANA,Educación,ASISTENTE DE EDUCACION PARVULARIA Y BASICA,Presencial,Diurno,5
271,2016,Institutos Profesionales,IP LA ARAUCANA,Educación,ASISTENTE DE EDUCACION PARVULARIA Y BASICA,Presencial,Vespertino,34
272,2016,Institutos Profesionales,IP LA ARAUCANA,Educación,TECNICO EN EDUCACION PARVULARIA Y EDUCACION GENERAL BASICA,Presencial,Vespertino,1
273,2016,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",OPERACIONES MINERAS,Presencial,Vespertino,1
274,2016,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,SERVICIO SOCIAL,Presencial,Vespertino,1
275,2016,Institutos Profesionales,IP LA ARAUCANA,Servicios,PREVENCION DE RIESGOS,Presencial,Vespertino,1
276,2016,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,Educación,TECNICO EN EDUCACION ESPECIAL Y DIFERENCIAL,Semipresencial,Vespertino,2
277,2016,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,Educación,TECNICO EN EDUCACION PARVULARIA,No Presencial,A Distancia,1
278,2016,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,1
279,2016,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Vespertino,1
280,2016,Institutos Profesionales,IP LIBERTADOR DE LOS ANDES,Ciencias,INGENIERIA EN EJECUCION INFORMATICA,Presencial,Vespertino,9
281,2016,Institutos Profesionales,IP LIBERTADOR DE LOS ANDES,Servicios,INGENIERIA EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Presencial,Vespertino,1
282,2016,Institutos Profesionales,IP LIBERTADOR DE LOS ANDES,Servicios,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Presencial,Vespertino,1
283,2016,Institutos Profesionales,IP LOS LAGOS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,1
284,2016,Institutos Profesionales,IP LOS LAGOS,Educación,PSICOPEDAGOGIA,Presencial,Diurno,4
285,2016,Institutos Profesionales,IP LOS LAGOS,Educación,PSICOPEDAGOGIA,Presencial,Vespertino,1
286,2016,Institutos Profesionales,IP LOS LAGOS,Educación,TECNICO EN EDUCACION DIFERENCIAL,Presencial,Diurno,11
287,2016,Institutos Profesionales,IP LOS LAGOS,Educación,TECNICO EN EDUCACION DIFERENCIAL,Presencial,Vespertino,5
288,2016,Institutos Profesionales,IP LOS LAGOS,"Ingeniería, Industria y Construcción",CONSTRUCCION CIVIL,Presencial,Diurno,1
289,2016,Institutos Profesionales,IP LOS LAGOS,"Ingeniería, Industria y Construcción",CONSTRUCCION CIVIL,Presencial,Vespertino,1
290,2016,Institutos Profesionales,IP LOS LAGOS,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Vespertino,1
291,2016,Institutos Profesionales,IP LOS LAGOS,Servicios,INGENIERIA EN PREVENCION DE RIESGOS,Presencial,Diurno,1
292,2016,Institutos Profesionales,IP LOS LAGOS,Servicios,INGENIERIA EN PREVENCION DE RIESGOS,Presencial,Vespertino,1
293,2016,Institutos Profesionales,IP LOS LAGOS,Servicios,TECNICO EN PREVENCION DE RIESGOS,Presencial,Diurno,2
294,2016,Institutos Profesionales,IP LOS LAGOS,Servicios,TECNICO EN PREVENCION DE RIESGOS,Presencial,Vespertino,2
295,2016,Institutos Profesionales,IP LOS LEONES,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR AUDITOR,Presencial,Vespertino,2
296,2016,Institutos Profesionales,IP LOS LEONES,"Ciencias Sociales, Enseñanza Comercial y Derecho",RELACIONES PUBLICAS,Presencial,Vespertino,1
297,2016,Institutos Profesionales,IP SANTO TOMAS,Agricultura,INGENIERIA DE EJECUCION AGROPECUARIA,Presencial,Vespertino,13
298,2016,Institutos Profesionales,IP SANTO TOMAS,Ciencias,INGENIERIA EN INFORMATICA,Presencial,Vespertino,3
299,2016,Institutos Profesionales,IP SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial,Vespertino,16
300,2016,Institutos Profesionales,IP SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho","INGENIERIA DE EJECUCION EN ADMINISTRACION, PROGRAMA EJECUTIVO SEMIPRESENCIAL",Semipresencial,Vespertino,13
301,2016,Institutos Profesionales,IP SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial,Vespertino,2
302,2016,Institutos Profesionales,IP SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN COMERCIO EXTERIOR,Presencial,Vespertino,1
303,2016,Institutos Profesionales,IP SANTO TOMAS,"Ingeniería, Industria y Construcción",INGENIERIA EN ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,Presencial,Vespertino,1
304,2016,Institutos Profesionales,IP SANTO TOMAS,Salud y Servicios Sociales,SERVICIO SOCIAL,Presencial,Vespertino,19
305,2016,Institutos Profesionales,IP SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN TRABAJO SOCIAL,Presencial,Diurno,1
